ID,fra
3718,vous etes curieux n est ce pas ?
3719,vous etes dangereuses
3720,vous etes dangereux
3721,vous etes de mon age
3722,vous etes directe
3723,vous etes doue pour ca
3724,vous etes douee pour ca
3725,vous etes en danger vous aussi
3726,vous etes en etat d arrestation !
3727,vous etes en etat d arrestation pour meurtre
3728,vous etes en meilleure forme que moi
3729,vous etes en retard de dix minutes
3730,vous etes en securite avec nous
3731,vous etes en securite ici
3732,vous etes encore jeunes et en bonne sante
3733,vous etes encore plus belle en personne
3734,vous etes entre de bonnes mains maintenant
3735,vous etes experimente
3736,vous etes faits l un pour l autre
3737,vous etes gare sur ma place
3738,vous etes genereuse
3739,vous etes genereux
3740,vous etes hors de danger
3741,vous etes ici en securite
3742,vous etes impartial
3743,vous etes implique
3744,vous etes impliquee
3745,vous etes impliquees
3746,vous etes impliques
3747,vous etes impulsif
3748,vous etes innocent
3749,vous etes innocente
3750,vous etes innocents
3751,vous etes inquiets
3752,vous etes interessant
3753,vous etes introverti
3754,vous etes irresponsable
3755,vous etes jeune et fort
3756,vous etes jeune et forte
3757,vous etes jeunes et fortes
3758,vous etes jeunes et forts
3759,vous etes juste a l heure
3760,vous etes l homme que je cherchais
3761,vous etes la meilleure !
3762,vous etes la meilleure chanteuse que je connaisse
3763,vous etes la personne que j attendais
3764,vous etes la seule personne a pouvoir faire ceci
3765,vous etes le meilleur !
3766,vous etes le meilleur chanteur que je connaisse
3767,vous etes le patron ici
3768,vous etes legerement en surpoids
3769,vous etes libre de dire ce que vous pensez
3770,vous etes libre de partir
3771,vous etes libres de dire ce que vous pensez
3772,vous etes ma patronne
3773,vous etes ma raison de vivre
3774,vous etes malade
3775,vous etes malade !
3776,vous etes mechant
3777,vous etes mechante
3778,vous etes meilleur que moi
3779,vous etes mes invites
3780,vous etes mon ennemie
3781,vous etes mon meilleur client
3782,vous etes mon patron
3783,vous etes motive
3784,vous etes nerveuse
3785,vous etes nerveuses
3786,vous etes nerveux
3787,vous etes optimiste
3788,vous etes organise
3789,vous etes parfait a tout
3790,vous etes parfait pour moi
3791,vous etes parfaite a tout
3792,vous etes parfaite pour moi
3793,vous etes parfaitement normal
3794,vous etes parfaitement normale
3795,vous etes parfaitement normales
3796,vous etes parfaites a tout
3797,vous etes parfaites pour moi
3798,vous etes parfaits a tout
3799,vous etes parfaits pour moi
3800,vous etes parfaits tel que vous etes
3801,vous etes patient
3802,vous etes plus fort que moi
3803,vous etes plus forte que moi
3804,vous etes plus fortes que moi
3805,vous etes plus forts que moi
3806,vous etes plus forts que nous
3807,vous etes plus jeune que moi
3808,vous etes poli
3809,vous etes populaire
3810,vous etes prisonniers
3811,vous etes responsable de l accident
3812,vous etes sale
3813,vous etes sales
3814,vous etes saoul
3815,vous etes saoule
3816,vous etes saoules
3817,vous etes saouls
3818,vous etes si naif
3819,vous etes si naive
3820,vous etes si romantique
3821,vous etes si serieuse
3822,vous etes si serieuses
3823,vous etes si serieux
3824,vous etes special
3825,vous etes sur la bonne voie
3826,vous etes sur la mauvaise route
3827,vous etes sur le bon chemin
3828,vous etes sur le chemin
3829,vous etes tom pas vrai ?
3830,vous etes toujours avocat n est ce pas ?
3831,vous etes toujours fatigue
3832,vous etes toujours fatiguee
3833,vous etes toujours fatiguees
3834,vous etes toujours fatigues
3835,vous etes tres bon a ceci
3836,vous etes tres bonne a ceci
3837,vous etes tres fort
3838,vous etes tres humble
3839,vous etes tres malade
3840,vous etes trop bon avec moi
3841,vous etes trop grand
3842,vous etes trop humble
3843,vous etes trop jeune pour comprendre
3844,vous etes trop jeune pour vous marier
3845,vous etes trop jeune pour voyager toute seule
3846,vous etes trop jeune pour y aller toute seule
3847,vous etes trop jeunes pour comprendre
3848,vous etes trop jeunes pour mourir
3849,vous etes trop modeste
3850,vous etes trop suspicieuse de tout
3851,vous etes trop vieille
3852,vous etes trop vieilles
3853,vous etes trop vieux
3854,vous etes un artiste
3855,vous etes un artiste tres doue
3856,vous etes un bon acteur
3857,vous etes un bon etudiant
3858,vous etes un bon joueur d echecs
3859,vous etes un de mes meilleurs amis
3860,vous etes un enfant
3861,vous etes un grand ecrivain
3862,vous etes un heros tom
3863,vous etes un homme bien
3864,vous etes un homme bon
3865,vous etes un homme cruel
3866,vous etes un homme drole tom
3867,vous etes un homme mort
3868,vous etes un idiot irresponsable
3869,vous etes un monstre
3870,vous etes un naif
3871,vous etes un petit peu trop optimiste je pense
3872,vous etes un peu plus grand que moi
3873,vous etes un peu plus grande que moi
3874,vous etes un peu plus petit que moi
3875,vous etes un peu plus petite que moi
3876,vous etes un reveur
3877,vous etes un romantique
3878,vous etes un soldat maintenant
3879,vous etes un voleur
3880,vous etes un vrai gentilhomme
3881,vous etes une artiste
3882,vous etes une artiste tres doue
3883,vous etes une bonne etudiante
3884,vous etes une bonne mere
3885,vous etes une chanteuse epouvantable
3886,vous etes une de mes meilleures amies
3887,vous etes une drole de jeune femme
3888,vous etes une enfant
3889,vous etes une enfant talentueuse
3890,vous etes une femme
3891,vous etes une idiote irresponsable
3892,vous etes une mechante vieille femme
3893,vous etes une personne difficile a trouver
3894,vous etes une personne gentille
3895,vous etes une personne tres egoiste
3896,vous etes une personne tres genereuse
3897,vous etes une personne tres importante pour moi
3898,vous etes une personne tres malade
3899,vous etes une romantique
3900,vous etes une voleuse
3901,vous etes vraiment difficile a comprendre
3902,vous etes vraiment doue
3903,vous etes vraiment en mauvais etat
3904,vous etes vraiment un genie
3905,vous faites erreur
3906,vous faites partie de l equipe
3907,vous faites trop de bruit
3908,vous faites une grave erreur
3909,vous me faites perdre mon temps
3910,vous mentez encore
3911,vous n allez pas dans la bonne direction
3912,vous n allez pas gagner
3913,vous n avez pas le droit de fumer ici
3914,vous n avez pas souvent tort
3915,vous n avez pas une vue d ensemble
3916,vous n ecoutez pas n est ce pas ?
3917,vous n etes pas assez age pour conduire
3918,vous n etes pas assez agees pour conduire
3919,vous n etes pas assez vieille pour conduire
3920,vous n etes pas aussi jeune que tom
3921,vous n etes pas autorise a nager ici
3922,vous n etes pas autorise a quitter cette piece
3923,vous n etes pas autorise dans cette piece
3924,vous n etes pas autorisee a nager ici
3925,vous n etes pas autorisee a quitter cette piece
3926,vous n etes pas autorisee dans cette piece
3927,vous n etes pas autorisees a nager ici
3928,vous n etes pas autorisees a quitter cette piece
3929,vous n etes pas autorisees dans cette piece
3930,vous n etes pas autorises a nager ici
3931,vous n etes pas autorises a parler francais ici
3932,vous n etes pas autorises a quitter cette piece
3933,vous n etes pas autorises dans cette piece
3934,vous n etes pas blesse
3935,vous n etes pas blesses
3936,vous n etes pas cense jouer au baseball ici
3937,vous n etes pas coupable
3938,vous n etes pas en danger
3939,vous n etes pas encore tires d affaire
3940,vous n etes pas invincible
3941,vous n etes pas jeune
3942,vous n etes pas jeunes
3943,vous n etes pas la seule a etre occupee
3944,vous n etes pas la seule canadienne ici
3945,vous n etes pas laid
3946,vous n etes pas le probleme
3947,vous n etes pas le seul a etre occupe
3948,vous n etes pas le seul canadien ici
3949,vous n etes pas les bienvenus dans cette maison
3950,vous n etes pas les seules canadiennes ici
3951,vous n etes pas les seuls a le penser
3952,vous n etes pas les seuls canadiens ici
3953,vous n etes pas mon mari
3954,vous n etes pas non plus un saint
3955,vous n etes pas non plus une sainte
3956,vous n etes pas pauvre si ?
3957,vous n etes pas presse si ?
3958,vous n etes pas pressee si ?
3959,vous n etes pas presses si ?
3960,vous n etes pas pret pour ceci
3961,vous n etes pas prete pour ceci
3962,vous n etes pas pretes pour ceci
3963,vous n etes pas prets pour ceci
3964,vous n etes pas responsable de l accident
3965,vous n etes pas stupide
3966,vous n etes pas tires d affaire
3967,vous n etes pas un perdant
3968,vous n etes pas un tres bon menteur
3969,vous n etes pas une personne facile a trouver
3970,vous n etes pas une tres bonne menteuse
3971,vous n etes pas vous meme aujourd hui
3972,vous n etes plus amusant
3973,vous n etes plus amusante
3974,vous n etes plus amusantes
3975,vous n etes plus amusants
3976,vous n etes plus autorise a parler
3977,vous n etes plus autorisee a parler
3978,vous n etes plus autorisees a parler
3979,vous n etes plus autorises a faire ca
3980,vous n etes plus autorises a parler
3981,vous n etes plus la bienvenue chez moi
3982,vous n etes plus le bienvenu chez moi
3983,vous n etes plus les bienvenues chez moi
3984,vous n etes plus les bienvenus chez moi
3985,vous n etes pratiquement jamais chez vous
3986,vous n etes vraiment pas marrant
3987,vous n y etes pas autorise
3988,vous n y etes pas autorisee
3989,vous n y etes pas autorisees
3990,vous n y etes pas autorises
3991,vous ne faites face a aucun danger
3992,vous ne me dites pas la verite
3993,vous ne me dites pas toute la verite
3994,vous ne ratez pas grand chose
3995,vous saignez
3996,vous serez toujours la bienvenue
3997,vous voulez trop d argent pour cette voiture
3998,vous vous comportez tous les deux comme des enfants
